Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Individual,infection,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,Time
SRR3471808,RNA-Seq,101,3394426786,PRJNA320361,SAMN04933020,1525811393,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739166,GSM2141423,AF119,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:32:00Z,1,GSM2141423,Macrophages,SRP074274,2 hr
SRR3471809,RNA-Seq,101,3391870072,PRJNA320361,SAMN04933021,1518113350,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739167,GSM2141424,AF119,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:32:00Z,1,GSM2141424,Macrophages,SRP074274,2 hr
SRR3471810,RNA-Seq,101,3642217863,PRJNA320361,SAMN04933022,1623972255,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739168,GSM2141425,AF119,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141425,Macrophages,SRP074274,2 hr
SRR3471811,RNA-Seq,101,4125789400,PRJNA320361,SAMN04933023,1491531191,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739169,GSM2141426,AF125,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141426,Macrophages,SRP074274,2 hr
SRR3471812,RNA-Seq,101,4421138852,PRJNA320361,SAMN04933024,1541852423,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739170,GSM2141427,AF125,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141427,Macrophages,SRP074274,2 hr
SRR3471813,RNA-Seq,101,4317667079,PRJNA320361,SAMN04933025,1515437077,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739171,GSM2141428,AF125,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141428,Macrophages,SRP074274,2 hr
SRR3471814,RNA-Seq,101,3838516514,PRJNA320361,SAMN04933026,1345280324,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739172,GSM2141429,AF127,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:33:00Z,1,GSM2141429,Macrophages,SRP074274,2 hr
SRR3471815,RNA-Seq,101,3994710590,PRJNA320361,SAMN04933027,1410453094,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739173,GSM2141430,AF127,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:33:00Z,1,GSM2141430,Macrophages,SRP074274,2 hr
SRR3471816,RNA-Seq,101,4023598509,PRJNA320361,SAMN04933028,1446677335,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739174,GSM2141431,AF127,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:40:00Z,1,GSM2141431,Macrophages,SRP074274,2 hr
SRR3471817,RNA-Seq,101,4031953835,PRJNA320361,SAMN04933029,1388432609,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739175,GSM2141432,AF129,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141432,Macrophages,SRP074274,2 hr
SRR3471818,RNA-Seq,101,3872231930,PRJNA320361,SAMN04933030,1339361742,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739176,GSM2141433,AF129,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141433,Macrophages,SRP074274,2 hr
SRR3471819,RNA-Seq,101,3558368673,PRJNA320361,SAMN04933031,1271379994,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739177,GSM2141434,AF129,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141434,Macrophages,SRP074274,2 hr
SRR3471820,RNA-Seq,101,3742401076,PRJNA320361,SAMN04933032,1301452572,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739178,GSM2141435,AF131,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:33:00Z,1,GSM2141435,Macrophages,SRP074274,2 hr
SRR3471821,RNA-Seq,101,3572282736,PRJNA320361,SAMN04933033,1246793731,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739179,GSM2141436,AF131,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141436,Macrophages,SRP074274,2 hr
SRR3471822,RNA-Seq,101,3817606989,PRJNA320361,SAMN04933034,1358241290,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739180,GSM2141437,AF131,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141437,Macrophages,SRP074274,2 hr
SRR3471823,RNA-Seq,101,4255434616,PRJNA320361,SAMN04933035,1488049095,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739181,GSM2141438,AF133,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141438,Macrophages,SRP074274,2 hr
SRR3471824,RNA-Seq,101,3923248141,PRJNA320361,SAMN04933036,1374487683,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739182,GSM2141439,AF133,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:42:00Z,1,GSM2141439,Macrophages,SRP074274,2 hr
SRR3471825,RNA-Seq,101,3845791241,PRJNA320361,SAMN04933037,1343491711,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739183,GSM2141440,AF133,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141440,Macrophages,SRP074274,2 hr
SRR3471826,RNA-Seq,101,4186042869,PRJNA320361,SAMN04933038,1441733609,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739184,GSM2141441,AF137,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141441,Macrophages,SRP074274,2 hr
SRR3471827,RNA-Seq,101,3671274553,PRJNA320361,SAMN04933039,1272881798,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739185,GSM2141442,AF137,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:33:00Z,1,GSM2141442,Macrophages,SRP074274,2 hr
SRR3471828,RNA-Seq,101,3637070499,PRJNA320361,SAMN04933040,1260889053,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739186,GSM2141443,AF137,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141443,Macrophages,SRP074274,2 hr
SRR3471829,RNA-Seq,101,4964697117,PRJNA320361,SAMN04932751,1702040487,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739187,GSM2141444,AF139,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:36:00Z,1,GSM2141444,Macrophages,SRP074274,2 hr
SRR3471830,RNA-Seq,101,4182200930,PRJNA320361,SAMN04932752,1458071349,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739188,GSM2141445,AF139,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141445,Macrophages,SRP074274,2 hr
SRR3471831,RNA-Seq,101,3862440889,PRJNA320361,SAMN04932759,1340819132,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739189,GSM2141446,AF139,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141446,Macrophages,SRP074274,2 hr
SRR3471832,RNA-Seq,101,4187107510,PRJNA320361,SAMN04932760,1458494303,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739190,GSM2141447,AF141,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141447,Macrophages,SRP074274,2 hr
SRR3471833,RNA-Seq,101,4738913334,PRJNA320361,SAMN04932753,1650289954,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739191,GSM2141448,AF141,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:36:00Z,1,GSM2141448,Macrophages,SRP074274,2 hr
SRR3471834,RNA-Seq,101,4242836179,PRJNA320361,SAMN04932754,1478626965,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739192,GSM2141449,AF141,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141449,Macrophages,SRP074274,2 hr
SRR3471835,RNA-Seq,101,4013035222,PRJNA320361,SAMN04932755,1382505968,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739193,GSM2141450,AF143,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141450,Macrophages,SRP074274,2 hr
SRR3471836,RNA-Seq,101,4078732995,PRJNA320361,SAMN04932756,1405193603,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739194,GSM2141451,AF143,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141451,Macrophages,SRP074274,2 hr
SRR3471837,RNA-Seq,101,4206091672,PRJNA320361,SAMN04932757,1443177852,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739195,GSM2141452,AF143,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141452,Macrophages,SRP074274,2 hr
SRR3471838,RNA-Seq,101,3494406080,PRJNA320361,SAMN04932758,1188180401,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739196,GSM2141453,AF145,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:33:00Z,1,GSM2141453,Macrophages,SRP074274,2 hr
SRR3471839,RNA-Seq,101,3399242264,PRJNA320361,SAMN04932761,1157318696,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739197,GSM2141454,AF145,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141454,Macrophages,SRP074274,2 hr
SRR3471840,RNA-Seq,101,4104396994,PRJNA320361,SAMN04932762,1390485418,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739198,GSM2141455,AF145,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141455,Macrophages,SRP074274,2 hr
SRR3471841,RNA-Seq,101,3548407952,PRJNA320361,SAMN04932763,1189577247,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739199,GSM2141456,AF147,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:33:00Z,1,GSM2141456,Macrophages,SRP074274,2 hr
SRR3471842,RNA-Seq,101,3433220482,PRJNA320361,SAMN04932764,1156512283,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739200,GSM2141457,AF147,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:41:00Z,1,GSM2141457,Macrophages,SRP074274,2 hr
SRR3471843,RNA-Seq,101,3864446042,PRJNA320361,SAMN04932765,1306849863,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739201,GSM2141458,AF147,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141458,Macrophages,SRP074274,2 hr
SRR3471844,RNA-Seq,101,3727860308,PRJNA320361,SAMN04932766,1250822800,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739202,GSM2141459,AF149,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141459,Macrophages,SRP074274,2 hr
SRR3471845,RNA-Seq,101,3566806920,PRJNA320361,SAMN04932767,1196407179,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739203,GSM2141460,AF149,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141460,Macrophages,SRP074274,2 hr
SRR3471846,RNA-Seq,101,3788873701,PRJNA320361,SAMN04932768,1264866680,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739204,GSM2141461,AF149,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141461,Macrophages,SRP074274,2 hr
SRR3471847,RNA-Seq,101,3542668122,PRJNA320361,SAMN04932769,1188940062,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739205,GSM2141462,AF151,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141462,Macrophages,SRP074274,2 hr
SRR3471848,RNA-Seq,101,3595945521,PRJNA320361,SAMN04932770,1207268370,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739206,GSM2141463,AF151,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141463,Macrophages,SRP074274,2 hr
SRR3471849,RNA-Seq,101,3303756258,PRJNA320361,SAMN04932771,1104283878,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739207,GSM2141464,AF151,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141464,Macrophages,SRP074274,2 hr
SRR3471850,RNA-Seq,101,3869070832,PRJNA320361,SAMN04932772,1313309360,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739208,GSM2141465,AF153,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141465,Macrophages,SRP074274,2 hr
SRR3471851,RNA-Seq,101,3959955076,PRJNA320361,SAMN04932773,1371341507,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739209,GSM2141466,AF153,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141466,Macrophages,SRP074274,2 hr
SRR3471852,RNA-Seq,101,3035033335,PRJNA320361,SAMN04932774,1083127529,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739210,GSM2141467,AF153,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141467,Macrophages,SRP074274,2 hr
SRR3471853,RNA-Seq,101,3876275566,PRJNA320361,SAMN04932775,1333981199,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739211,GSM2141468,AF155,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141468,Macrophages,SRP074274,2 hr
SRR3471854,RNA-Seq,101,3598154997,PRJNA320361,SAMN04932776,1232254676,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739212,GSM2141469,AF155,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141469,Macrophages,SRP074274,2 hr
SRR3471855,RNA-Seq,101,3901472036,PRJNA320361,SAMN04932777,1335591597,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739213,GSM2141470,AF155,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:36:00Z,1,GSM2141470,Macrophages,SRP074274,2 hr
SRR3471856,RNA-Seq,101,4125159766,PRJNA320361,SAMN04932778,1439554301,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739214,GSM2141471,AF157,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:36:00Z,1,GSM2141471,Macrophages,SRP074274,2 hr
SRR3471857,RNA-Seq,101,4331386616,PRJNA320361,SAMN04932779,1513964150,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739215,GSM2141472,AF157,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:36:00Z,1,GSM2141472,Macrophages,SRP074274,2 hr
SRR3471858,RNA-Seq,101,3784769364,PRJNA320361,SAMN04932780,1326516998,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739216,GSM2141473,AF157,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141473,Macrophages,SRP074274,2 hr
SRR3471859,RNA-Seq,101,3247723781,PRJNA320361,SAMN04932871,1093803293,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739217,GSM2141474,AF159,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141474,Macrophages,SRP074274,2 hr
SRR3471860,RNA-Seq,101,3150213028,PRJNA320361,SAMN04932872,1058544453,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739218,GSM2141475,AF159,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141475,Macrophages,SRP074274,2 hr
SRR3471861,RNA-Seq,101,4164555826,PRJNA320361,SAMN04932873,1402246892,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739219,GSM2141476,AF159,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141476,Macrophages,SRP074274,2 hr
SRR3471862,RNA-Seq,101,4017165819,PRJNA320361,SAMN04932874,1420206765,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739220,GSM2141477,AF161,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:41:00Z,1,GSM2141477,Macrophages,SRP074274,2 hr
SRR3471863,RNA-Seq,101,3163838534,PRJNA320361,SAMN04932875,1055266823,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739221,GSM2141478,AF161,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:34:00Z,1,GSM2141478,Macrophages,SRP074274,2 hr
SRR3471864,RNA-Seq,101,3843527730,PRJNA320361,SAMN04932876,1386557689,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739222,GSM2141479,AF161,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141479,Macrophages,SRP074274,2 hr
SRR3471865,RNA-Seq,101,3058075071,PRJNA320361,SAMN04932877,1075863687,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739223,GSM2141480,AF163,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141480,Macrophages,SRP074274,2 hr
